891.0,"000- это к вопросу о том, как выстраивать туристические маршруты."
891.0,"А наши люди любят, э, ездить, смотреть."
993.24,"Вообще туризм, мне кажется, вот, так сказать, тоже наша такая хорошая, добрая традиция."
993.24,А вас ждут в Удмуртии 2.
993.24,"000, повторю ещё раз, объектов культурно-исторического и наследия и природных достопримечательностей."
993.24,"Здесь действует семь театров, 42 музея, а 552, называется это таким бюрократическим языком культурных досуговых учреждений, но мы понимаем, о чём идёт речь."
1019.68,Г гастрономические изыски Удмуртии вас ждут.
1019.68,"Разнообразие туристических ресурсов, туристских ресурсов даёт возможности для развития популярных направлений туризма, а и культурно-познавательного, и гастрономического, ещё раз подчеркну, а различных, ну, в том числе или, в первую даже очередь активных, спортивных видов и так далее."
1019.68,"Ну и, конечно, экологический туризм."
1047.199,"Республика предлагает уникальные маршруты по заповедным зонам, национальным паркам."
1047.199,"А вот, например, туристский комплекс Удмурдий состоит из почти 2."
1047.199,500 объектов различного назначения.
1047.199,"А, и многие из них связаны с людьми выдающимися."
1047.199,"Здесь расположен музей усадьбы, как я уже сказала, Петра Ильвича Чайковского Воткинск, музейно-выставочный комплекс имени Михаила Тимофеевича Калашникова."
1073.12,Уникальная коллекция стрелкового оружия завода Ижмаш.
1073.12,"Архитектурные памятники купеческого города Сарапула, один из крупнейших в России."
1073.12,Государственный зоопарк Удмуртий тоже вас ждёт.
1073.12,"Я всего этого, к сожалению, сразу посетить не смогу, но многое в программе уже есть."
1090.559,"Ну и, конечно, отдельно упоминания заслуживает этнографический туризм как один из наиболее востребованных среди знаковых объектов архитектурный этнографический музей заповедник а ладорвая, центр национальной культуры, центр удмурской культуры БГ, историк историко-культурный парк Дондадыр, Дондыд, сейчас."
1111.84,"Дондедор, правильно, Дондедор."
1111.84,"Всё, теперь правильно."
1111.84,мне помогли.
1111.84,"И, а, конечно, элько, а, так сказать, объекты в статике, но это ещё активное их, а, задействование в а различных фестивалях, фестивальной жизни, конференциях и так далее."
1111.84,"Вот, например, а, ежегодный фестиваль, аэ, музыкальный фестиваль, который называется На родине Чайковского или, например, театральный фестиваль Тукфест или Международный фестиваль циркового искусства, финугорские этнокультурные фестивали."
1111.84,"А, конечно, они направлены в первую очередь на сохранение самобытной культуры удмурского и родственных народов."
1111.84,"В том числе к этим мероприятиям можно отнести и международный фестиваль финоугорской кухни Бык-бык, фестиваль Сказочный герой на родине Толбабая, Гуртфест, Воршут и а Полызян."
1171.96,"Я хочу сказать, что для этого, конечно, нужно сюда приехать, но в том числе я с местными достопримечательностями гастрономии была знакома и в рамках выездных фестивалей, потому что вот Муртия в них активно участвует."
1189.12,"Ну и к главному, конечно, Родина Пельменей."
1189.12,"Вот многие сражались за это потрясающее звание, я знаю, какие у нас баталии, но в хорошем смысле слова."
1189.12,"идут с китайцами, но всё-таки побеждает в этом смысле Удмуртия."
1189.12,Ежегодно в январе здесь проходят всероссийский этногастрономический фестиваль Всемирный день пельменя.
1189.12,"А собираются, между прочим, не только попробовать, но собираются настоящие профессионалы, а-а, так сказать, пельменного дела из многих регионов страны, от Арктики до Камчатки."
1224.08,Ну и десятки тысяч посетителей.
1224.08,"В течение недели гости могут попробовать различные варианты а пельменей, посетить мастер-классы по приготовлению пельмени разных народов, а из разных регионов России и из других стран, поучаствовать в мероприятиях и обширной культурной программы."
1224.08,Тоже к вопросу о вашем планировании туристических маршрутов.
1251.12,"А я теперь хочу сказать не только про Удмуртию, но и про Министерство иностранных дел в этом контексте."
1251.12,"А российский МИД поддерживает стремление руководства всех регионов, но и, в частности, Удмуртии, бизнес-сообщество к расширению круга экономических партнёров, укреплению культурных, гуманитарных связей."
1251.12,"И поэтому практическую помощь в этом администрации Удмуртии мы оказываем, так сказать, реальную, а оказываем через Ижевское отделение представительства МИТ России в Нижнем Новгороде и готовы к самому тесному взаимодействию дальше."
1289.159,"И а мы ещё, я думаю, учитывая большое количество представителей, а средств массовой информации Удмуртии к теме этой вернёмся и я имею в виду нашего взаимодействия."
1307.32,И теперь хочу перейти к нашей актуальной международной повестке и начать с графика министра иностранных дел России Сергеевича Лаврова.
1307.32,"27 апреля в атриуме корпуса 1 Министерства иностранных дел России состоится церемония открытия выставки, которая будет посвящена столетию установления дипломатических отношений между Россией и Саудовской Аравии."
1329.4,С приветственным словом к гостям обратится глава российского внешне-политического ведомства Сергеевич Лавров.
1329.4,"А в само мероприятии примут участие послы арабских, других дружественных государств, представители российского академического и экспертного сообщества, ну и, конечно, парламентских кругов."
1329.4,"А в рамках экспозиции будут представлены ценные фотографии и копии документов архива внешней политики Российской Федерации и национального архива дары имени короля Абдальазиза, посвящённой истории Российско-саудовских отношений."
1329.4,"Напомню, начало им было заложено в феврале 1926 года, по этому и столетия."
1329.4,А с 29 по 30 апреля министр иностранных дел России Сергей Лавров посетит специальным визитом Остану.
1329.4,глава российского внешнеполитического ведомства будет принят президентом Республики Казахстан и проведёт переговор с министром иностранных дел этой страны.
1329.4,"Основное внимание в ходе встреч будет уделено вопросам укрепления двустороннего всеобъемлющего стратегического партнёрства, союзничества, в том числе в свете предстоящих контактов на высшем уровне."
1329.4,"В таком контексте предполагается рассмотреть вопросы двусторонней повестки дня, а именно уплотнение связи в политической, торгово-экономической, культурно-гуманитарной сферах, взаимодействие на общих интеграционных площадках."
1329.4,"Прежде всего это ЕАС, ОДКБ, СНГ, ШОС."
1329.4,"Ну и, конечно, министры обменяются мнениями по представляющий взаимный интерес региональной повестки дня."
1329.4,"Сверят часы, как говорят дипломаты, по наиболее актуальным международным проблемам."
1329.4,"Теперь переходим непосредственно к темам э международной повестки, ну и, собственно, геополитическим процессом."
1427.24,Ситуация вокруг Украины.
1427.24,"Киевский неонацистский режим продолжает массированные террористические атаки против мирного населения, против гражданской инфраструктуры нашей страны."
1437.72,За минувшую неделю от обстрелов и беспилотников у корнацистов пострадали порядка 130 мирных жителей.
1437.72,"Из них 10 человек, включая одного ребёнка, погибли не менее 120 человек, в том числе семеро детей, раненые."
1456.48,"Это к вопросу о том, как международное сообщество якобы заботится о правах человека, судьбах детей, как они принимают декларации, заявления о резолюции на этот счёт каким-то удивительным образом, как зачарованные, как заколдованные, не видя реального положения дел."
1456.48,А я им приведу факты.
1456.48,Белгородскакуя область.
1456.48,"С 15 по 22 апреля в результате атак дронов погибли два человека, свыше десяти раненыя, среди них десятилетняя девочка."
1496.44,"Брянская область, 18 апреля, от удара дрона по пассажирскому автобусу."
1496.44,"Причём наводчики знали, что этот автобус пассажирский, гражданский."
1496.44,Он везёт мирных жителей э в село в селе Чернооково.
1496.44,"Так вот, там погибла женщина."
1496.44,Ещё одна женщина получила ранение.
1496.44,С 18 по 19 апреля в различных населённых пунктах региона из-за налётов беспилотников пострадали пять человек.
1522.799,Один из них погиб.
1522.799,"Напомню, речь идёт о Брянской области."
1522.799,А 20 апреля в селе Курковичи погибла женщина.
1522.799,"Она наступила на мину, ту самую мину лепесток, которую киевский режим раскидывает, раскладывает везде, чтобы вот так ударять по мирным граждам."
1522.799,"Они знают, что они действуют прицельно по гражданскому населению."
1522.799,"ДНР с 14 по 17 апреля в результате ударов беспилотников были ранены пять человек, в том числе девочкой 2015 года рождения."
1522.799,15 апреля бандеровцы целенаправленно атаковали пассажирский автобус в Горловке пострадали три человека.
1522.799,"Запорожская область, 18 апреля, от удара вражеского беспилотника в городе Днепрорудная серьёзно пострадала пятнадцатилетняя девочка."
1522.799,Краснодарский край.
1522.799,"16 и 20 апреля в результате ночных налётов украинских беспилотников на Туапсе погибли три мирных жителя, в том числе девочка."
1522.799,Ей было 14 лет.
1588.96,"Получили ранение пять человек, включая одного ребёнка."
1588.96,"Нанесён ущерб жилым домам, социальным объектам."
1588.96,"Что-нибудь вы об этом услышали бы, если бы читали западные средства массовой информации или какие-нибудь информационные бюллетени вот этого самого посея Парламентской ассамблеи Совета Европы или какие-нибудь пресс-релизы Европейского Союза."
1588.96,"Вы что-нибудь об этом слышали в заявлениях Урсула Фондерляйн, Кай Калос и вот этого всего, а, Евросоюзовского бюрократического?"
1625.279,"Хочется предоставить здесь слово Владимиру Соловьёву, который правильно подбирает периодические, давая им характеристики слова вот этому всему так называемому, как они себя полагают, цивилизованному, на самом деле, расчелове расчеловечному сообществу."
1643.159,"западных стран, западного меньшинства."
1646.559,"Нет, ничего из этого они не видят."
1646.559,"Но при этом посмотрите, как остро реагируют тогда, когда их называют за их спонсирование прямое, денежное, политическое и в том числе через поставки вооружений более чем агрессивное туристическо-киевского режима нужными и правильными словами."
1646.559,"Посмотрите, как им не нравится."
1646.559,Что ж вам не нравится?
1646.559,Мне хочется задать этот вопрос напрямую.
1646.559,Что же вам не нравится?
1646.559,"Вы же поставляете ваша столица под, так сказать, руководством Брюсселя."
1646.559,"Это делает и Париж, и Рим, и другие есовские страны."
1646.559,"Вы же поставляете киевскому режиму деньги, средства, возможности, развед информацию."
1646.559,Вы политически аплодируете Зеленскому и всей его банде.
1646.559,За что?
1646.559,"За то, что они убивают детей."
1646.559,"За то, что они наносят удары по гражданским объектам."
1646.559,Как вас назвать после этого?
1646.559,"Какие слова мы должны подбирать, чтобы вас не обидеть, что ли?"
1646.559,"Да нет, уж, как говорится, получите и распишитесь."
1724.159,"Вы называетесь именно так, потому что других названий нет для тех, кто использует деньги, вооружения и политические ресурсы для поддержки террористов."
1724.159,"А это террористы, те, кто бьют прицельно по детям, по женщинам, по мирному гражданскому населению, по автобусам и больницам, по остановкам и школам, по детским садам и роддомам."
1724.159,Это террористы.
1724.159,Они не ведут боевые действия в защиту себя.
1724.159,"Они не решают какие-то задачи, связанные с защитой собственного населения."
1724.159,Ничего подобного.
1724.159,"Они собственное население не звели до уровня, как там их Зеленский называл, особей, а потом решили начать уничтожать население и граждан других стран."
